;Entite;Label;liste_contxt_gauche;liste_contxt_droit
1867;Fédéral;LOC;e National, le ;, l’Impurtiul, 
1868;el;LOC;"elque chose
en "; qui dut aller 
1869;l’;LOC;es ﬂambeaux de ;"époque dor—
mai"
1870;s’;LOC;s hôtes. Après ;"être endor—
mis"
1871;endor—;LOC;. Après s’être ;"
mis sous les c"
1872;Tiens;LOC;"s d’0péra.

—— ";, Florine, la p
1873;Bintou;LOC;t saisie! cria ;",
l’un des conv"
1874;l’;LOC;"! cria Bintou,
";un des convives
1875;J'aimerais;LOC;"s la salle.

— "; mieux être app
1876;passage Sandrié;LOC;t installée au ; dans l‘apparte
1877;Telle;LOC;"rent établis.

"; était la rival
1878;l’;LOC; province et à ;étranger, pour 
1879;entre—;LOC;étranger, pour ;"
tenir l‘homme "
1880;l’;LOC;" le tableau de
";amour comme il 
1881;l’;LOC;ie. Quoique ni ;un ni l’autre n
1882;l’;LOC;que ni l’un ni ;autre ne fussen
1883;l’;LOC;"on
violente de ";amour. Elle tro
1884;Previdenœ;LOC;eau d’être une ;"
humaine pour R"
1885;l’;LOC;es, lui donner ;amulette contre
1886;l’;LOC;le comme elle, ;"amour devait

 "
1887;ÈVE;LOC;" 

UNE FILLE D’";".

…

être une "
1888;moin—;LOC;mer Raoul. Les ;"
dres choses de"
1889;inaperçuejus—;LOC;ée d’une magie ;"
qu’alors. La t"
1890;qu’;LOC;" inaperçuejus—
";alors. La toile
1891;Parisiennes;LOC;ant la vie des ;",
et qui donnen"
1892;Vieilles;LOC; seul intérêt. ;", elles
ne song"
1893;esca—;LOC;nté sur un des';"
liers qui desc"
1894;l’;LOC;"ur des
lois de ";élégance montra
1895;l’;LOC;"jaune,
suivant ";ordonnance en v
1896;indiffé—;LOC;t, magniﬁque d’;"
rence pour tou"
1897;l’;LOC;t tournés vers ;"appui
de velour"
1898;l’;LOC;"ix, assis
dans ";autre coin de l
1899;Nathan;LOC;alors le dos a ;".
La spirituell"
1900;compri—;LOC;bonheur a être ;"
Se, se dit—ell"
1901;l’;LOC;t pour l’un et ;autre comme si 
1902;Nathan;LOC;"me; il aperçut ";", ne le salua
p"
1903;Nathan;LOC;mment fermée à ;", qui jeta
sur "
1904;pour—;LOC;: « Toi, tu ne ;"
ras bientôt pl"
1905;l’;LOC;"dame d’Espard,
";une des femmes 
1906;l’;LOC;ui dire : « Si ;"on vous chasse
"
1907;ce’;LOC;ur apprendre à ;pelit monsieur 
1908;Mon cher;LOC;"r galant. —

— ";, votre mot vie
1909;l’;LOC;rd pour que je ;"ac—
cepte, répl"
1910;Vandenesse;LOC;"bal, madame de
"; charmante en m
1911;s’;LOC;ofﬁciel, et de ;entendre dire t
1912;éton—;LOC;trait une main ;"
namment blanch"
1913;Vandenesse;LOC;"’y
oubliez pas ";, faites cela p
1914;Nathan;LOC;" donc bien? .

"; se mit à rire 
1915;Venez;LOC;ement la paix. ;" chez moi; je r"
1916;VDIS;LOC;lquefois je la ;"
entre quatre e"
1917;j’;LOC;_ﬁ favoris que ;"admets à cette
"
1918;l’;LOC; Eh bien! dans ;"ar—
rière—saiso"
1919;Parisiennes;LOC; excellent les ;, il crai‘gnit 
1920;sont—;LOC;arquise, où en ;"
ils? . , ‘ —
."
1921;Nathan;LOC;ent àla folie. ; vient de me le
1922;Je l’;LOC;" le dire. '

— ";aurais voulu pl
1923;malheu—;LOC;que,elle en a ‘;"_ *

reusement "
1924;Nathan;LOC;te origine que ; cache avec tan
1925;l’;LOC;dley venait de ;apprendre, elle
1926;Vandenesse;LOC;"ram-
me contre ";". , * , - ' _

"
1927;l’;LOC;i qui viens de ;inviter à venir
1928;Ne l’;LOC;""" ' » _ —

-—- ";ai4je pas reçu 
1929;Vandenesse;LOC;"de mada—
me de "; circula dans l
1930;Espard;LOC;ey, mesdames d’; et de Manervil
1931;Manerville;LOC;d’Espard et de ;", avec une

mal"
1932;Camps;LOC;"me
(_)ctave de ";, avait compris
1933;Raoul;LOC;t_comprendre à ;".

Au milieu de"
1934;l’;LOC;mblée, l’un et ;"autre eurent
do"
1935;profon—;LOC;tions alors si ;"

 

dément sav"
1936;s’;LOC;efois les yeux ;"attachent de
pa"
1937;suc';LOC; une tasse, le ;rier pour le th
1938;l’;LOC;es au feu pour ;"entretenir.
Là,"
1939;l’;LOC;euvent mesurer ;étendue de, leu
1940;supp0ricr“;LOC;saVent 'si peu ;.’Ceüe'fureur à
1941;l’;LOC;_se servant de ;"épi—
gramme com"
1942;Vandenesse;LOC;" que madame

. "; entendit :——Vo
1943;l’;LOC; passe—port à' ;inVitati0n. Il 
1944;Salle;LOC;i regardent la ; au lieu d’être
1945;d’;LOC; Salle au lieu ;"être en

. scèn"
1946;l’;LOC; lui ditail en ;emmenant dans u
1947;l’;LOC;" Florine. Ici,
";on ne s’emporte
1948;mani;LOC;"‘ es trop*l’d—
";"; d’un de tes l"
1949;d’;LOC;"rop*l’d—
mani; ";un de tes livre
1950;Nathan;LOC;"vres. 3 ' ' '

"; écoutait, la t
1951;Tu—;LOC;"e monde—là!

— "; y reviendras d
1952;Rastiguac;LOC;t cabriolet de ; pendant qu’il 
1953;qu’;LOC;tiguac pendant ;il payait son c
1954;Nathan;LOC;, la vanité de ;" fut blessée ; "
1955;pres—;LOC;rchait sous la ;"
sion de ses dé"
1956;l’;LOC;athan quand on ;annonce, elle l
1957;l’;LOC;raqué comme il ;est dans le mon
1958;l’;LOC;"dans le monde,
";amour est oblig
1959;serv1r;LOC;"sent sans s’en
";".

— Monsieur l"
1960;s’;LOC;me d’Espard en ;"a— '

dressant "
1961;Nathan;LOC;" '

dressant à "; et lui présent
1962;roya—;LOC;triez, que les ;"

listes et les"
1963;Rastignac;LOC;urera pas, dit ; qui pensait un
1964;Marsay;LOC;"t que quand de
"; fut parti.. Ra
1965;"re—
gard";LOC;r ma voix, mon ;, mon cœur, “mo
1966;.Emue;LOC;"“mon amour. ‘

"; par cette larm
1967;Bois;LOC;" prome—
ner au "; toutes les foi
1968;Marsay;LOC; répondre à de ;"?
dit-elle en e"
1969;Rabat;LOC;"quart d’heure,
"; avait Sacriﬁé 
1970;Sacriﬁé;LOC;"e,
Rabat avait "; son temps le p
1971;l’;LOC;, s'agite avec ;"homme oc—
'<cup"
1972;l’;LOC; déploient, où ;"on ne se
sent n"
1973;l’;LOC;" ne se
sent ni ";"un ni l’autre; "
1974;l’;LOC;ent ni l’un ni ;"autre; mais aup"
1975;l’;LOC;rte desquelles ;amour doit être
1976;Paris;LOC;our‘comporte à ;", dans
notre ép"
1977;l’;LOC;es embarras de ;"exis-
tence che"
1978;l’;LOC;les galères de ;ambition comme 
1979;Nathan;LOC;"comme y
ramait ";. Les femmes, e
1980;l’;LOC;"s leurs. Quand
";amant aurait va
1981;Larue;LOC;ncu l’hydre de ; pour arriver, 
1982;néces—;LOC;fer de quelque ;"
sité tandis qu"
1983;reve—;LOC;oul aperçut en ;"
nant combien i"
1984;s’;LOC;oir, dit—il en ;"en al-
lant, il"
1985;Boulogne;LOC;"ois au bois de
"; sans y voir Ra
1986;Nathan;LOC;"e, in—
quiète. "; ne voulait pas
1987;l’;LOC;"ement que
dans ";éclat d’un prin
1988;ti—;LOC;abriolet et un ;"
gre convenable"
1989;Tillet;LOC;, Masse! et du ;, accédérent si
1990;complai—;LOC; accédérent si ;"
samment à sa d"
1991;l’;LOC;us délicats de ;amour idéal, qu
1992;"bois de
Boulogne";LOC;ur à cheval au ;, entre deux et
1993;était—;LOC;elle allait. N’;"
ce pas tout si"
1994;politi—;LOC; torrent de la ;"
que, veiller à"
1995;P9;LOC;n concert. 3 _“;"
promenade, pou"
1996;qu’;LOC;romenade, pour ;il sacriﬁât ses
1997;& l’;LOC; cette époque, ;"industrie,
aux "
1998;Nathan;LOC;assé, fatigué, ; courait de son
1999;Théâtre;LOC;"e
rédaction au ";, du Théâtre à 
2000;Théâtre à la Chambre;LOC;au Théâtre, du ;", et de la
Cham"
2001;galoper;LOC; devant Marie, ; a sa portière 
2002;Nathan;LOC;pta le bras de ; dans un endroi
2003;bois de Boulogne;LOC;"roit écarté
du,";"; elle avait à "
2004;Nathan;LOC;vous ? lui dit ;".

— Ne vous oc"
2005;Serais;LOC;"e déplu? ’

_— ";"—je ici? ‘ ‘ .
"
2006;Nathan;LOC;"victimes. . -

"; ﬁt quelques pa
2007;l’;LOC;"vie;
vous avez ";art de faire pe
2008;t’;LOC;"pa—
roles pour ";arracher ton se
2009;Pas;LOC;"toumienter.

— "; aimée l... ,s_
2010;Nathan;LOC;l... ,s_’écria ;".

—-Oui, vous "
2011;-Oui;LOC;"cria Nathan.

—";, vous vous occ
2012;Bois;LOC; suis venue au ;, je vous y ai 
2013;ais;LOC;" attendu...

— ";"... .

, — J’av"
2014;s’;LOC;"-
que la porte ";ouvrait, c’étai
2015;Nathan;LOC;vie s’use, dit ;, et vous aurez
2016;rapi—;LOC;assaient aussi ;"
dement que des"
2017;Nathan;LOC;lle avait fait ; très grand, el
2018;qu’;LOC;emier, le seul ;elle dût donner
2019;l’;LOC;ent qu’elle ne ;"avait
été depui"
2020;Auteuil;LOC;"ur le
chemin d’";" à Boulogne ; i"
2021;Boulogne;LOC;in d’Auteuil à ;" ; ils furent o"
2022;senti—;LOC;la sainteté du ;"
ment. Tout le "
2023;—elle;LOC;"é que moi !
dit";".

—-Volre vœu "
2024;-Volre;LOC;" !
dit—elle.

—"; vœu est réalis
2025;l’;LOC;"
sommes révélé ";un à l’autre le
2026;l’;LOC; révélé l’un à ;autre le vérita
2027;niteuse,,sa;LOC;"latrice et va—
"; passion était 
2028;porte & l’;LOC;"é

 

' qui le ";admiration du b
2029;FILLE;LOC;"

ëÎs,, *

UNE ";" D’ÈVE.

333

 "
2030;ÈVE;LOC;"*

UNE FILLE D’";".

333

 

de f"
2031;l’;LOC; s'intéresse à ;"être qui
les ex"
2032;l’;LOC;"-
tisanes, ont ";instinct de cet
2033;l’;LOC;gnorait à quoi ;engagerait sa f
2034;l’;LOC; sans laquelle ;amour est bien 
2035;Ghampfort;LOC;" faible, a
dit ";, soutenait sa 
2036;l’;LOC;- Arrivés dans ;allée où statio
2037;Nathan;LOC;tta le bras de ;, qui prit une 
2038;l’;LOC;es formels sur ;emploi de ses h
2039;l’;LOC;turellement, à ;avant—scène du 
2040;Gymnase;LOC;avant—scène du ;", à
la première"
2041;applaudisse—;LOC;ut la dupe des ;"
mens achetés. "
2042;Italiens;LOC;dire adieu aux ;"? lui de—
manda"
2043;Gymnase;LOC; suis allée au ;. On donnait un
2044;Je;LOC;"ntation. '

-— "; ne puis souffr
2045;aujour—;LOC;udevilles sont ;"
d’hui de charm"
2046;d’;LOC;"s sont aujour—
";hui de charmant
2047;Gymnase;LOC;"ie. Ceux

' du "; ont très bien 
2048;plai—;LOC; la pièce leur ;"

sait, le dial"
2049;- —;LOC;" lady Dudley.
'";- Monsieur Nath
2050;mysté—;LOC;t un regard de ;"
rieuse intelli"
2051;Saint—Hérem;LOC;"it,
l%}oîna de "; s’écria :— Mai
2052;qu’;LOC;is secrets des ;il eut manifest
2053;momentané—;LOC; le haissaient ;"
ment, prêts à "
2054;s’;LOC;iconque tend à ;élever. Cette e
2055;géné—;LOC;r. Cette envie ;"
rale décupte l"
2056;Moniteur;LOC;"uvent
cases au "; dans trois ou 
2057;Floride;LOC;"ndus
amis, que "; aurait dépisté
2058;Massol l’;LOC;"deux
associés, ";avocat et du Ti
2059;Titlet;LOC;l’avocat et du ; le banquier, a
2060;état de nour—;LOC; serait hors d’;"
rir le journal"
2061;Nathan;LOC;ser. Pour eux, ;" repré-
sentait"
2062;litté—;LOC;er, une force ';"
raire de la pu"
2063;l’;LOC;niment pour de ;éloquence,qui p
2064;rape—;LOC;mblées, où ils ;"
tissent toute "
2065;Etat;LOC;"au con—
seil d’";, le tout assai
2066;Nucingen;LOC;et le baron de ;" lui avaient
ga"
2067;Nathan;LOC; promesses que ;, et il leur ob
2068;obéis—;LOC;an, et il leur ;"
sait aveugléme"
2069;Nucingen;LOC;ar le baron de ; à Rastignac qu
2070;Rastignac;LOC; de Nucingen à ; que la feuille
2071;Nucingen;LOC;" mon—
sieur de ";, futur pair de
2072;de France;LOC;en, futur pair ;, et qui avait 
2073;bourg—pourri;LOC; une espèce de ;, un collège à 
2074;l’;LOC; pour lesquels ;espérance est l
2075;Tillet le présentachez;LOC;"t ﬁnancier; du ";" Nuein—_
gen. M"
2076;l’;LOC;"relations avec
";actrice, imposs
2077;Saint—Germain;LOC;es du faubourg ;" ;
Nathan, joué"
2078;Nucingen;LOC;than, joué par ; et Rasttgnec, 
2079;Rasttgnec;LOC;ar Nucingen et ;, par du T_1tle
2080;T_1tlet;LOC;ttgnec, par du ;" et
Blondet, pr"
2081;l’;LOC;"se
formèrent à ";aide de sa feui
2082;l’;LOC;quier favorise ;écrivain en pre
2083;Tillet;LOC;uatre mois. En ;"
tenait ainsi R"
2084;a—;LOC;humilié déjà d’;"
voir accepté d"
2085;l’;LOC;de—l’argent de ;actrice, se sen
2086;Pigale;LOC;"re à elle, rue
";, où revint son
2087;Hollandais;LOC;s XIV chez les ;, sans Raoul, c
2088;Nathan;LOC;"l, chez Raoul.
"; avait réservé 
2089;l’;LOC;vait réservé à ;actrice pour sa
2090;drame—;LOC;"irablement; ce ";"
vandeville dev"
2091;l’;LOC;le devait être ;adjeu de Raoul 
2092;Française;LOC;"e la Ce—
médie—"; parla d’un eng
2093;l’;LOC;étourdit assez ;actrice pour l’
2094;l’;LOC;l’actrice pour ;"empêcher d’é-
t"
2095;Nathan;LOC;equel marchait ;", elle vécut
da"
2096;l’;LOC;e, en y voyant ;aurore du crédi
2097;A;LOC;"t ministériel.
"; entendre ceux 
2098;Nathan;LOC;ent chez elle, ;" était un
grand"
2099;méca—;LOC;it trop peu le ;"
nisme de la pr"
2100;BALZAG;LOC;"lles

 

 

DE ";".

de la trempe"
2101;trempe de Florine;LOC;"BALZAG.

de la "; ne voient jama
2102;àNathan;LOC;"sultats.
Quant ";, il crut dès l
2103;qu’;LOC; crut dès lors ;à la prochaine 
2104;journa—;LOC;c deux anciens ;"
listes, dont l"
2105;l’;LOC;"—
listes, dont ";un alors minist
2106;nonchalani—;LOC;sir et retombe ;"
ment dans ses "
2107;l’;LOC;"er la
cause de ";"aristocratie; m"
2108;Paris;LOC;d‘afﬁches dans ; à qui ferait l
2109;l’;LOC;"ne femme
à qui ";on a l’habitude
2110;l’;LOC;"is
son retour, ";actrice assista
2111;Nathan;LOC;a situation de ; paraissait don
2112;s’;LOC;illeurs, il ne ;inquiétait en a
2113;Tillet;LOC;ette envers du ;"', son ami.

.—"
2114;Nathan;LOC;" Florine. , ,

"; défendait du T
2115;Tillet;LOC;n défendait du ;. Du Tillet éta
2116;Tillet;LOC;"tère ; mais
du "; la contemplait
2117;Nathan;LOC;"océ-

dés avec "; d‘atroces rail
2118;bois de Boulogne;LOC;" _

—,Ça va au "; avec un train 
2119;peut—;LOC;ce, et ça sera ;"
être dans six "
2120;Clichy;LOC;ans six mois à ;". ' '

— Lui?ja"
2121;Lui?jamais;LOC;"Clichy. ' '

— ";, s’écria Loust
2122;s’;LOC;"
— Lui?jamais, ";écria Lousteau,
2123;qu’;LOC;it, mon petit, ;il la conserver
2124;Tillet;LOC;e échurent, du ;" les
renouvela "
2125;l’;LOC;" augmentées
de ";escompte et d’u
2126;Raoul l’;LOC;elle voyait en ;"un des plus
bea"
2127;l’;LOC;eaux génies de ;époque, un cœur
2128;avan—;LOC;elle le voyait ;"
cant une main "
2129;trou—;LOC;" rivales; elle ";"
vait au fond d"
2130;Nathan;LOC; bien choisi : ;" était un
ange."
2131;médi—;LOC;ent éteint les ;"
sances du mond"
2132;l’;LOC;niers jours de ;"automne,
Marie "
2133;Boulogne;LOC;"des au bois
de ";, ils ne pouvai
2134;l’;LOC;" un
peu plus a ";aise les pures,
2135;involontaire—;LOC;besogne. Il ﬁt ;"
ment des compa"
2136;l’;LOC;sons, toutes à ;avantage de l’a
2137;l’;LOC; l’avantage de ;"actrice,
sans q"
2138;admi—;LOC;mœurs concorde ;"
rablement aux "
2139;l’;LOC;taient si loin ;"une de
l’autre "
2140;l’;LOC;" loin l’une de
";autre 1 A l’ent
2141;l’;LOC;"de
l’autre 1 A ";entrée de l’hiv
2142;Marsay;LOC; la mort de de ;",

s‘appuyait s"
2143;l’;LOC;t sur Raoul et ;appuyait par se
2144;Nathan;LOC;r le compte de ;. Après une ann
2145;l’;LOC;ne année, elle ;"interro-'

gea "
2146;écla—;LOC;dre une de ces ;"
tantes revanch"
2147;l’;LOC; ont encore de ;amour—propre en
2148;Saint des Saints—Il;LOC;eant autour du ; ne lui manquai
2149;Nathan;LOC;udain arrivé à ;, des obstacles
2150;vingt—cinq;LOC;a providence à ; pour cent de t
2151;jour—;LOC;lques jours le ;"
nal opérait so"
2152;Tillet;LOC; en caisse, du ; verrait. D’ail
2153;Nathan;LOC;"! Par orgueil,
"; voulut payer à
2154;Raoul;LOC;"une let—
tre à "; pour l’usurier
2155;l’;LOC;et, de peur de ;amoindrîr, n’en
2156;chemi—;LOC;out entier, sa ;"
née sans feu, "
2157;Réveillon;LOC;etit papier de ;, son escalier,
2158;s’;LOC;"oncle ; ils ne ";inquiétèrent ni
2159;Tillet;LOC;èrent ni de du ;"
qui se disait "
2160;t’;LOC;"ices!

— Il ne ";a pris que quin
2161;vingt—cinq;LOC;remercîmens. A ; pour canton ne
2162;Tillet;LOC;"en devoir à
du ";", disaitRaoul.
"
2163;l’;LOC;"rer?
Peut-ètre ";esprit ne peut—
2164;l’;LOC;t pour étudier ;"avenir; peut—êt"
2165;vingt—;LOC;der et obtenir ;"
cinq jours pou"
2166;l’;LOC; frais, et que ;abonnement l‘ar
2167;l*‘lonne;LOC;e il se conﬁa. ;" lui
conseilla "
2168;reper—;LOC;revenus de son ;"
toire. Nathan "
2169;Nathan;LOC;" reper—
toire. "; trouva par ce 
2170;Nathan;LOC;"voulait pas de
"; pour concurren
2171;Clichy;LOC;. La maison de ;" pou—
vait dévo"
2172;l’;LOC;mais en dedans ;"espérance
était"
2173;l’;LOC;"nu voyait

que ";usurier. Rasﬁgn
2174;Lousteau;LOC;gnac, Blondet. ;, Vernon, Finot
2175;acti—;LOC;et hdmme d’une ;"
vité si danger"
2176;Bastignae;LOC;si dangereuse. ;, qui voulait r
2177;Nucingen;LOC;e commune avec ;-et du Tillet. 
2178;Tillet;LOC;Nucingen-et du ;". Les
autres ép"
2179;l’;LOC;"s,à contempler
";agonie d’un de 
2180;Nathan;LOC;antaitRaoul. « ;" avait
des épau"
2181;l’;LOC;e budget voté, ;"ordonnance de
d"
2182;Nathan;LOC;". ' ‘ - * , .

";, poursuivi, ne
2183;l’;LOC;us compter sur ;"usure.
Florine,"
2184;Compter;LOC;e pouvait plus ; que sur les ha
2185;l’;LOC;s, son audace ';"a— '

bandonna."
2186;s’;LOC;e Vand'enesae ‘;att‘acheràit—el
2187;l’;LOC;vait pas noués ;un. a' l’autre.
2188;l’;LOC;noués l’un. a' ;autre.” par les
2189;ger;LOC;"elle al'étran-
";, elle viendrai
2190;Nathan;LOC;ueilleux comme ;, devait voir e
2191;Nathan;LOC;"tte extrémité,
"; attendit un ha
2192;remar—;LOC;vateurs ont pu ;"
quer chez tous"
2193;médi—;LOC;cide ou qui le ;"
tent. Les idée"
2194;Sainte—Hélène;LOC;' piédestal de ;".
D’ailleurs, l"
2195;Paris;LOC;égnait alors à ;"; ne doit—il pa"
2196;A;LOC;"eusement.
— —‘ "; quoi _pènsais-
2197;l’;LOC;t la taille et ;"attirant
a lui "
2198;t’;LOC;mords. Je puis ;"entrafner
dans "
2199;ﬁe’;LOC;"ée;
puis on me ";trira, je le sa
2200;de_ﬁotre’;LOC;as que du fond ;fange nous,levi
2201;l’;LOC;"e,
le culte de ";idéal est plus 
2202;pascnnoùs;LOC;"e cherche même
";". ‘ * ' "" ‘ ‘.
"
2203;Pbui';LOC;"' "" ‘ ‘.

. ""—_";uni cet article
2204;—elle;LOC;t article ? dit; railleusement 
2205;la France;LOC;"e

— Je quitte ";, tu apprehdras
2206;t’;LOC;ne lettre que. ;apportera mon v
2207;déraison—;LOC;nnable ou trop ;"
na e... , ' - "
2208;s’;LOC;me d’Espard en ;"en al-
lant et "
2209;“ Comtesse;LOC;a voiture de la;". ' ' ' ,

Mais"
2210;rue du Rocher;LOC;e chemin de la ;. Marie se cou—
2211;qu’;LOC;" dire au comte
";elle était allé
2212;Raoul;LOC;"
domestique de ";".

-— Au bureau"
2213;l’;LOC;" du
Tillet qui ";avait mise hors
2214;rue Feydeau;LOC;il hôtel de la ; étaient désert
2215;Nathan;LOC;était monsieur ;".

—— Il est sa"
2216;—elle;LOC;lle-H] ici? dit;".

— Dans un ca"
2217;l’;LOC;a coucher dent ;"al-
côve n’avai"
2218;Nathan;LOC; s’y passait : ;" râlait assis
s"
2219;Enfoncez;LOC;"r en chef.

—— "; cette porte et
2220;l’;LOC;lla chercher à ;imprimerie un c
2221;l’;LOC;ale. Après que ;ambitieux terra
2222;tour—;LOC;oie à tous les ;"
mens, à toutes"
2223;Nathan;LOC;"nt le front
de ";".

-—— J’arrang"
2224;qu’;LOC;"e.

— Eh bien! ";a donc ta sœur?
2225;Italiens;LOC;"ée
le soir aux ";, puis elle éta
2226;l’;LOC;" lui racontant
";horrible scène 
2227;l’;LOC;es secours. Ni ;une ni l’autre 
2228;l’;LOC;s. Ni l’une ni ;autre ne pouvai
2229;Nathan;LOC;elle—sœur pour ;"; mais il
était"
2230;Italiens;LOC;turbations aux ;. il devina que
2231;comtesse l’;LOC; comtesse : la ;"aimait donc,
el"
2232;Marie—Eugénie;LOC;nue demander à ;" les som—
mes d"
2233;Tillet;LOC;soupçons de du ; se changèrent 
2234;Nathan;LOC;s intrigues de ;". Per—
sonne ne"
2235;Mail;LOC;au lit, rue du ;", dans
un hôtel"
2236;Nathan;LOC; ne point voir ;". Il
était natu"
2237;l’;LOC;ens chargés de ;arrêter. Quand 
2238;pren—;LOC;spions vinrent ;"
dre des rensei"
2239;qu’;LOC;ux jours avant ;ils eussent déc
2240;Nathan;LOC;fait obtenir à ; un sursis de t
2241;l’;LOC;uva de nbuveau ;idée qu’elle av
2242;Nathan;LOC;"auvé
la vie de ";, employa sa nu
2243;Vandenesse;LOC;"nder
la sommeà "; pour sa sœur, 
2244;Vandenesse;LOC;t. L’argent de ; à Nathan ! Ell
2245;Nathan;LOC;e Vandenesse à ;" ! Elle bon—
di"
2246;l’;LOC;t tant d’or, à ;archevêque de P
2247;Paris;LOC;’archevêque de ; qui devaitseco
2248;devaitsecou—;LOC;e de Paris qui ;"
rir les pauvre"
2249;l’;LOC;une religion à ;"autre, im—
plor"
2250;l’;LOC;"son père.
Mais ";ancien magistra
2251;l’;LOC;es malheurs de ;"amour; il ne vo"
2252;Normandie;LOC;ait retirée en ; dans une de se
2253;econo—;LOC;de ses terres, ;"
misant et pria"
2254;Bayeux;LOC;ps d‘arriver à ;", sa mère lul
d"
2255;l’;LOC;que] en serait ;"u—
sage? Suppos"
2256;Normandie;LOC; irait donc en ;. Le comte de G
2257;Nathan;LOC;ns prodigués a ;, les heures pa
2258;Nathan;LOC;"es paroles que
"; lui avait dite
2259;l’;LOC; noblesse dans ;"im—
molation d’"
2260;l’;LOC;se disait : Je ;ai déjà sauvé, 
2261;l’;LOC;"r encore!
Elle ";entendait s’écr
2262;s’;LOC;le l’entendait ;écriant : — Il 
2263;l’;LOC;entjusqu’où va ;amour! quand il
2264;Es-tu malade;LOC;" son front.

— ";? lui dit son m
2265;Tillet;LOC;d’yavoir un du ;", un
homme sans"
2266;Nathan;LOC;" deux
lignes à "; sous le nom de
2267;Mail;LOC;e à l’hôtel du ;. Le soir, à l’
2268;qu’;LOC;"a
très naturel ";elle quittàt sa
2269;Tillet;LOC;le bras que du ;" eût
laissé sa "
2270;Marie—Eugénie;LOC;"

Le visage de "; était une répo
2271;écla—;LOC;réponse : il y ;"
tait une joie "
2272;Schmuke;LOC;ment pensé que ;, notre vieux m
2273;illcs;LOC; circonstance :;" signerait. En
"
2274;Nucingen;LOC;nt à madame de ;", elle te re—
m"
2275;mettras demain;LOC;"n, elle te re—
"; l’argent. Fais
2276;l’;LOC;mettras demain ;argent. Fais to
2277;t’;LOC;" ob—
jection a ";opposer. Pour d
2278;Allemand;LOC;"de musique, un
"; dans le malheu
2279;l’;LOC;"t.

—-Tu as de ";esprit comme un
2280;Pourvu;LOC;comme un angel ;" que la
baronne"
2281;Nucingen;LOC;" la
baronne de "; n’en cause qu’
2282;l’Opéra;LOC;Dieu, quoiqu’à ;":

— Schmuke de"
2283;Schmuke;LOC;"’à l’Opéra:

— "; demeure dans l
2284;Nevers;LOC; petite rue de ;", sur
le quai C"
2285;Conti;LOC;"s, sur
le quai ";"; ne l’oublie p"
2286;l’;LOC;"quai Conti; ne ";oublie pas, vas
2287;l’;LOC;en souriant de ;"interruption.

"
2288;l’;LOC;"pâle et blème,
";œilinquiet, le 
2289;l’;LOC;r la marche de ;"es—
calier où i"
2290;s’;LOC;"s
ses mains en ";appuyant le cou
2291;atta—;LOC;romettre, elle ;"
cha sur lui ce"
2292;l’;LOC;"nté
jaillit de ";œil, comme du s
2293;soleil;LOC;’œil, comme du ; jaillissent le
2294;lumi—;LOC;sent les ondes ;"
neuses, et qui"
2295;l’;LOC;"s
symptômes de ";"amitié.

— Mais"
2296;Tillet;LOC;i! répliqua du ;. Il va nous fa
2297;l’;LOC;ous falloir de ;"ar—
gent pour l"
2298;l’;LOC;"a comtesse, je
";"éclairerai.

El"
2299;Vandcnesse;LOC;rit le bras de ; qui l’attendai
2300;l’;LOC;Vandcnesse qui ;"attendait
dans "
2301;Conti;LOC;" demie au
quai ";, après avoir p
2302;Mail;LOC;r passé rue du ;".

La voiture n"
2303;Ne—;LOC; petite rue de ;"
vers; mais com"
2304;Schmuke;LOC;"rs; mais comme "; habitait une m
2305;l’;LOC;"aison située à
";angle du quai, 
2306;l’;LOC; marchepied ‘a ;"allée
because e"
2307;raccom—;LOC; maison noire, ;"
modée comme la"
2308;Seine;LOC;l aspect de la ; depuis le Pont
2309;Schmuke;LOC;fond dédain de ; pour le costum
2310;l’;LOC;ait aux objets ;"aspect
des mois"
2311;Cérès;LOC;sons dorées de ;. Le chat, doué
2312;Vienne;LOC;"llent piano de
"; où il siégeaît
2313;l’;LOC;e de sa beauté ;"aurait saluée; "
2314;Schmuke;LOC;et reporte sur ;" ses deux
yeux "
2315;Schmuke;LOC;ue, la veille, ;" avait
chevauch"
2316;comtessey;LOC;ue celui de la ;"
aurait trouvé "
2317;l’;LOC;"ccrochée, de—

";autre un pot ch
2318;l’;LOC;"rbe
suspendu à ";espagnolette de
2319;Schmuke;LOC; sacriﬁces que ; faisait aux Gr
2320;Grâccs;LOC;ke faisait aux ;" et

 

339

au"
2321;Schmulre;LOC;"est l’état

où ";, le chat et la
2322;Utrecht;LOC;é le velours d’;"

vert des deux"
2323;blan—;LOC;ntrés. à coins ;"
chis, émoussés"
2324;cru—-;LOC;était ornée de ;"
chons de bière"
2325;Schmuke;LOC; toujours vu à ;".
Au bas de la "
2326;désagréa—;LOC;mtesse fussent ;"
blement aﬁ‘ect"
2327;Schmulce;LOC;t le regard de ;" lui
cachèrent "
2328;l’;LOC;c, si ingénu à ;aspect d’une de
2329;l’;LOC;e la gaité, de ;"innocence.
Il v"
2330;l’;LOC;s plus chers à ;homme, et s’en 
2331;He;LOC;"n
musicale.

— ";” bar kcl'hassa
2332;lende—;LOC;s les jours au ;"
main du bienfa"
2333;gand;LOC;L’audre auzi ! ;? gand? ke ce” 
2334;gand;LOC;e auzi ! gand? ;? ke ce” said a
